log	pdb	match	log_id	pdb_id
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/52_heptene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/52_heptene.pdb	ok	InChI=1S/C7H3F11/c1-2-3(8,9)4(10,11)5(12,13)6(14,15)7(16,17)18/h2H,1H2	InChI=1S/C7H3F11/c1-2-3(8,9)4(10,11)5(12,13)6(14,15)7(16,17)18/h2H,1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/52ftoh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/52ftoh.pdb	ok	InChI=1S/C7H5F11O/c8-3(9,1-2-19)4(10,11)5(12,13)6(14,15)7(16,17)18/h19H,1-2H2	InChI=1S/C7H5F11O/c8-3(9,1-2-19)4(10,11)5(12,13)6(14,15)7(16,17)18/h19H,1-2H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/52rh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/52rh.pdb	ok	InChI=1S/C7H5F11/c1-2-3(8,9)4(10,11)5(12,13)6(14,15)7(16,17)18/h2H2,1H3	InChI=1S/C7H5F11/c1-2-3(8,9)4(10,11)5(12,13)6(14,15)7(16,17)18/h2H2,1H3
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/53_ftca.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/53_ftca.pdb	ok	InChI=1S/C8H5F11O2/c9-4(10,2-1-3(20)21)5(11,12)6(13,14)7(15,16)8(17,18)19/h1-2H2,(H,20,21)	InChI=1S/C8H5F11O2/c9-4(10,2-1-3(20)21)5(11,12)6(13,14)7(15,16)8(17,18)19/h1-2H2,(H,20,21)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/61_heptene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/61_heptene.pdb	ok	InChI=1S/C7H2F12/c1-2(8)3(9,10)4(11,12)5(13,14)6(15,16)7(17,18)19/h1H2	InChI=1S/C7H2F12/c1-2(8)3(9,10)4(11,12)5(13,14)6(15,16)7(17,18)19/h1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/62_fts.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/62_fts.pdb	mismatch	InChI=1S/C8H5F13O3S/c9-3(10,1-2-25(22,23)24)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h22H,1-2H2	InChI=1S/C8H7F13O3S/c9-3(10,1-2-25(22,23)24)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h22-24H,1-2H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/62_ftsa.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/62_ftsa.pdb	ok	InChI=1S/C8H6F13NO2S/c9-3(10,1-2-25(22,23)24)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1-2H2,(H2,22,23,24)	InChI=1S/C8H6F13NO2S/c9-3(10,1-2-25(22,23)24)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1-2H2,(H2,22,23,24)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/62_octene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/62_octene.pdb	ok	InChI=1S/C8H3F13/c1-2-3(9,10)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h2H,1H2	InChI=1S/C8H3F13/c1-2-3(9,10)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h2H,1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/62ftab.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/62ftab.pdb	mismatch	InChI=1S/C15H19F13N2O4S/c1-30(2,8-9(31)32)6-3-5-29-35(33,34)7-4-10(16,17)11(18,19)12(20,21)13(22,23)14(24,25)15(26,27)28/h29H,3-8H2,1-2H3	InChI=1S/C15H20F13N2O4S/c1-30(2,8-9(31)32)6-3-5-29-35(33,34)7-4-10(16,17)11(18,19)12(20,21)13(22,23)14(24,25)15(26,27)28/h29H,3-8H2,1-2H3,(H,31,32)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/62ftoh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/62ftoh.pdb	ok	InChI=1S/C8H5F13O/c9-3(10,1-2-22)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h22H,1-2H2	InChI=1S/C8H5F13O/c9-3(10,1-2-22)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h22H,1-2H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/62rh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/62rh.pdb	ok	InChI=1S/C8H5F13/c1-2-3(9,10)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h2H2,1H3	InChI=1S/C8H5F13/c1-2-3(9,10)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h2H2,1H3
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/71_octene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/71_octene.pdb	ok	InChI=1S/C8H2F14/c1-2(9)3(10,11)4(12,13)5(14,15)6(16,17)7(18,19)8(20,21)22/h1H2	InChI=1S/C8H2F14/c1-2(9)3(10,11)4(12,13)5(14,15)6(16,17)7(18,19)8(20,21)22/h1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/allene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/allene.pdb	ok	InChI=1S/C3F4/c4-2(5)1-3(6)7	InChI=1S/C3F4/c4-2(5)1-3(6)7
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/allyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/allyl.pdb	mismatch	InChI=1S/C3F5/c4-1(2(5)6)3(7)8	InChI=1S/C3HF5/c4-1(2(5)6)3(7)8/h2H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/butane.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/butane.pdb	ok	InChI=1S/C4F10/c5-1(6,3(9,10)11)2(7,8)4(12,13)14	InChI=1S/C4F10/c5-1(6,3(9,10)11)2(7,8)4(12,13)14
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/butane1H.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/butane1H.pdb	ok	InChI=1S/C4HF9/c5-1(6)2(7,8)3(9,10)4(11,12)13/h1H	InChI=1S/C4HF9/c5-1(6)2(7,8)3(9,10)4(11,12)13/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/butene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/butene.pdb	ok	InChI=1S/C4F8/c5-1(2(6)7)3(8,9)4(10,11)12	InChI=1S/C4F8/c5-1(2(6)7)3(8,9)4(10,11)12
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/butene_2OH.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/butene_2OH.pdb	mismatch	InChI=1S/C4HF8O/c5-1(6)2(7,13)3(8,9)4(10,11)12/h13H/t2-/m1/s1	InChI=1S/C4H2F8O/c5-1(6)2(7,13)3(8,9)4(10,11)12/h1,13H/t2-/m1/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/butene_OH.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/butene_OH.pdb	mismatch	InChI=1S/C4HF8O/c5-1(3(8,9)13)2(6,7)4(10,11)12/h13H	InChI=1S/C4H2F8O/c5-1(3(8,9)13)2(6,7)4(10,11)12/h1,13H/t1-/m1/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/butylallyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/butylallyl.pdb	mismatch	InChI=1S/C4F7/c5-1(3(7)8)2(6)4(9,10)11	InChI=1S/C4HF7/c5-1(3(7)8)2(6)4(9,10)11/h2H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2_rad.pdb	mismatch	InChI=1S/C2F5/c3-1(4)2(5,6)7	InChI=1S/C2HF5/c3-1(4)2(5,6)7/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f3_o.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f3_o.pdb	mismatch	InChI=1S/C2F3O/c3-1(4)2(5)6	InChI=1S/C2HF3O/c3-1(4)2(5)6/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f4.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f4.pdb	ok	InChI=1S/C2F4/c3-1(4)2(5)6	InChI=1S/C2F4/c3-1(4)2(5)6
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f4_carbene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f4_carbene.pdb	mismatch	InChI=1S/C2F4/c3-1-2(4,5)6	InChI=1S/C2H2F4/c3-1-2(4,5)6/h1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f4_oh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f4_oh.pdb	mismatch	InChI=1S/C2HF4O/c3-1(4)2(5,6)7/h7H	InChI=1S/C2H2F4O/c3-1(4)2(5,6)7/h1,7H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f4h2o_prod.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f4h2o_prod.pdb	ok	InChI=1S/C2H2F4O/c3-1(4)2(5,6)7/h1,7H	InChI=1S/C2H2F4O/c3-1(4)2(5,6)7/h1,7H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f4o.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f4o.pdb	ok	InChI=1S/C2F4O/c3-1(7)2(4,5)6	InChI=1S/C2F4O/c3-1(7)2(4,5)6
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f4o2.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f4o2.pdb	mismatch	InChI=1S/C2F4O2/c3-1(4)2(5,6)8-7	InChI=1S/C2H2F4O2/c3-1(4)2(5,6)8-7/h1,7H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f5.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f5.pdb	mismatch	InChI=1S/C2F5/c3-1(4)2(5,6)7	InChI=1S/C2HF5/c3-1(4)2(5,6)7/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f5cof.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f5cof.pdb	ok	InChI=1S/C3F6O/c4-1(10)2(5,6)3(7,8)9	InChI=1S/C3F6O/c4-1(10)2(5,6)3(7,8)9
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f5cof_oh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f5cof_oh.pdb	mismatch	InChI=1S/C3HF6O2/c4-1(5,2(6,7)8)3(9,10)11/h10H/t3-/m1/s1	InChI=1S/C3H2F6O2/c4-1(5,2(6,7)8)3(9,10)11/h10-11H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f5h.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f5h.pdb	ok	InChI=1S/C2HF5/c3-1(4)2(5,6)7/h1H	InChI=1S/C2HF5/c3-1(4)2(5,6)7/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f5oh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f5oh.pdb	ok	InChI=1S/C2HF5O/c3-1(4,5)2(6,7)8/h8H	InChI=1S/C2HF5O/c3-1(4,5)2(6,7)8/h8H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2f6.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2f6.pdb	ok	InChI=1S/C2F6/c3-1(4,5)2(6,7)8	InChI=1S/C2F6/c3-1(4,5)2(6,7)8
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c2h6.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c2h6.pdb	ok	InChI=1S/C2H6/c1-2/h1-2H3	InChI=1S/C2H6/c1-2/h1-2H3
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3_oco2h.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3_oco2h.pdb	ok	InChI=1S/C4HF7O3/c5-2(6,3(7,8)9)4(10,11)14-1(12)13/h(H,12,13)	InChI=1S/C4HF7O3/c5-2(6,3(7,8)9)4(10,11)14-1(12)13/h(H,12,13)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3_rad.pdb	mismatch	InChI=1S/C3F7/c4-1(5)2(6,7)3(8,9)10	InChI=1S/C3HF7/c4-1(5)2(6,7)3(8,9)10/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3_secondary_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3_secondary_rad.pdb	mismatch	InChI=1S/C3F7/c4-1(2(5,6)7)3(8,9)10	InChI=1S/C3HF7/c4-1(2(5,6)7)3(8,9)10/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3f5co.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3f5co.pdb	mismatch	InChI=1S/C3F5O/c4-1(2(5)9)3(6,7)8	InChI=1S/C3HF5O/c4-1(2(5)9)3(6,7)8/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3f6.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3f6.pdb	ok	InChI=1S/C3F6/c4-1(2(5)6)3(7,8)9	InChI=1S/C3F6/c4-1(2(5)6)3(7,8)9
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3f6o.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3f6o.pdb	ok	InChI=1S/C3F6O/c4-1(2(5,6)7)3(8,9)10-1/t1-/m1/s1	InChI=1S/C3F6O/c4-1(2(5,6)7)3(8,9)10-1/t1-/m1/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3f6o2_1st.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3f6o2_1st.pdb	mismatch	InChI=1S/C3F6O2/c4-1(2(5,6)7)3(8,9)11-10	InChI=1S/C3H2F6O2/c4-1(2(5,6)7)3(8,9)11-10/h1,10H/t1-/m1/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3f6o2_ring.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3f6o2_ring.pdb	ok	InChI=1S/C3F6O2/c4-1(2(5,6)7)3(8,9)11-10-1/t1-/m1/s1	InChI=1S/C3F6O2/c4-1(2(5,6)7)3(8,9)11-10-1/t1-/m1/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3f6oOH2nd.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3f6oOH2nd.pdb	mismatch	InChI=1S/C3HF6O2/c4-1(5,2(6,7)8)3(9,10)11/h10H/t3-/m1/s1	InChI=1S/C3H2F6O2/c4-1(5,2(6,7)8)3(9,10)11/h10-11H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3f7.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3f7.pdb	mismatch	InChI=1S/C3F7/c4-1(5)2(6,7)3(8,9)10	InChI=1S/C3HF7/c4-1(5)2(6,7)3(8,9)10/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3f7_2nd.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3f7_2nd.pdb	mismatch	InChI=1S/C3F7/c4-1(2(5,6)7)3(8,9)10	InChI=1S/C3HF7/c4-1(2(5,6)7)3(8,9)10/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3f7_t.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3f7_t.pdb	mismatch	InChI=1S/C3F7/c4-1(5)2(6,7)3(8,9)10	InChI=1S/C3HF7/c4-1(5)2(6,7)3(8,9)10/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3f7o.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3f7o.pdb	mismatch	InChI=1S/C3F7O/c4-1(5,2(6,7)8)3(9,10)11	InChI=1S/C3HF7O/c4-1(5,2(6,7)8)3(9,10)11/h11H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3f7oh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3f7oh.pdb	ok	InChI=1S/C3HF7O/c4-1(5,2(6,7)8)3(9,10)11/h11H	InChI=1S/C3HF7O/c4-1(5,2(6,7)8)3(9,10)11/h11H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c3f8.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c3f8.pdb	ok	InChI=1S/C3F8/c4-1(5,2(6,7)8)3(9,10)11	InChI=1S/C3F8/c4-1(5,2(6,7)8)3(9,10)11
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c4_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c4_rad.pdb	mismatch	InChI=1S/C4F9/c5-1(6)2(7,8)3(9,10)4(11,12)13	InChI=1S/C4HF9/c5-1(6)2(7,8)3(9,10)4(11,12)13/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c4_sec_sec_rad_isots.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c4_sec_sec_rad_isots.pdb	mismatch	InChI=1S/C4F8.F/c5-1(3(7,8)9)2(6)4(10,11)12;/b2-1+;	InChI=1S/C4F8.FH/c5-1(3(7,8)9)2(6)4(10,11)12;/h;1H/b2-1+;
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c4_secondary_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c4_secondary_rad.pdb	mismatch	InChI=1S/C4F9/c5-1(3(8,9)10)2(6,7)4(11,12)13	InChI=1S/C4HF9/c5-1(3(8,9)10)2(6,7)4(11,12)13/h1H/t1-/m0/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c4f7_o.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c4f7_o.pdb	mismatch	InChI=1S/C4F7O/c5-1(2(6)12)3(7,8)4(9,10)11	InChI=1S/C4HF7O/c5-1(2(6)12)3(7,8)4(9,10)11/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c4f9H_secondary.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c4f9H_secondary.pdb	ok	InChI=1S/C4HF9/c5-1(3(8,9)10)2(6,7)4(11,12)13/h1H/t1-/m1/s1	InChI=1S/C4HF9/c5-1(3(8,9)10)2(6,7)4(11,12)13/h1H/t1-/m1/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c4f9_1_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c4f9_1_rad.pdb	mismatch	InChI=1S/C4F9/c5-1(6)2(7,8)3(9,10)4(11,12)13	InChI=1S/C4HF9/c5-1(6)2(7,8)3(9,10)4(11,12)13/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c4f9_2_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c4f9_2_rad.pdb	mismatch	InChI=1S/C4F9/c5-1(3(8,9)10)2(6,7)4(11,12)13	InChI=1S/C4HF9/c5-1(3(8,9)10)2(6,7)4(11,12)13/h1H/t1-/m0/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c4f9oh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c4f9oh.pdb	ok	InChI=1S/C4HF9O/c5-1(6,3(9,10)11)2(7,8)4(12,13)14/h14H	InChI=1S/C4HF9O/c5-1(6,3(9,10)11)2(7,8)4(12,13)14/h14H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c5_prim_sec_rad_isots.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c5_prim_sec_rad_isots.pdb	mismatch	InChI=1S/C5F10.F/c6-1(2(7)8)3(9,10)4(11,12)5(13,14)15;	InChI=1S/C5F10.FH/c6-1(2(7)8)3(9,10)4(11,12)5(13,14)15;/h;1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c5_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c5_rad.pdb	mismatch	InChI=1S/C5F11/c6-1(7)2(8,9)3(10,11)4(12,13)5(14,15)16	InChI=1S/C5HF11/c6-1(7)2(8,9)3(10,11)4(12,13)5(14,15)16/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c5_sec_tert_rad_isots.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c5_sec_tert_rad_isots.pdb	mismatch	InChI=1S/C5F10.F/c6-1(2(7)4(10,11)12)3(8,9)5(13,14)15;/b2-1+;	InChI=1S/C5F10.FH/c6-1(2(7)4(10,11)12)3(8,9)5(13,14)15;/h;1H/b2-1+;
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c5_secondary_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c5_secondary_rad.pdb	mismatch	InChI=1S/C5F11/c6-1(3(9,10)11)2(7,8)4(12,13)5(14,15)16	InChI=1S/C5HF11/c6-1(3(9,10)11)2(7,8)4(12,13)5(14,15)16/h1H/t1-/m0/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c5f11oh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c5f11oh.pdb	ok	InChI=1S/C5HF11O/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)17/h17H	InChI=1S/C5HF11O/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)17/h17H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c6_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c6_rad.pdb	mismatch	InChI=1S/C6F13/c7-1(8)2(9,10)3(11,12)4(13,14)5(15,16)6(17,18)19	InChI=1S/C6HF13/c7-1(8)2(9,10)3(11,12)4(13,14)5(15,16)6(17,18)19/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c6_secondary_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c6_secondary_rad.pdb	mismatch	InChI=1S/C6F13/c7-1(3(10,11)12)2(8,9)4(13,14)5(15,16)6(17,18)19	InChI=1S/C6HF13/c7-1(3(10,11)12)2(8,9)4(13,14)5(15,16)6(17,18)19/h1H/t1-/m0/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c6f13oh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c6f13oh.pdb	ok	InChI=1S/C6HF13O/c7-1(8,3(11,12)5(15,16)17)2(9,10)4(13,14)6(18,19)20/h20H	InChI=1S/C6HF13O/c7-1(8,3(11,12)5(15,16)17)2(9,10)4(13,14)6(18,19)20/h20H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c7_secondary_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c7_secondary_rad.pdb	mismatch	InChI=1S/C7F15/c8-1(3(11,12)13)2(9,10)4(14,15)5(16,17)6(18,19)7(20,21)22	InChI=1S/C7HF15/c8-1(3(11,12)13)2(9,10)4(14,15)5(16,17)6(18,19)7(20,21)22/h1H/t1-/m0/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c7f15oh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c7f15oh.pdb	ok	InChI=1S/C7HF15O/c8-1(9,2(10,11)4(14,15)6(18,19)20)3(12,13)5(16,17)7(21,22)23/h23H	InChI=1S/C7HF15O/c8-1(9,2(10,11)4(14,15)6(18,19)20)3(12,13)5(16,17)7(21,22)23/h23H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/c8_secondary_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/c8_secondary_rad.pdb	mismatch	InChI=1S/C8F17/c9-1(3(12,13)14)2(10,11)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)25	InChI=1S/C8HF17/c9-1(3(12,13)14)2(10,11)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)25/h1H/t1-/m0/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/cbutane.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/cbutane.pdb	ok	InChI=1S/C4F8/c5-1(6)2(7,8)4(11,12)3(1,9)10	InChI=1S/C4F8/c5-1(6)2(7,8)4(11,12)3(1,9)10
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/cbutane_diradical.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/cbutane_diradical.pdb	mismatch	InChI=1S/C4F8/c5-1(6)3(9,10)4(11,12)2(7)8	InChI=1S/C4H2F8/c5-1(6)3(9,10)4(11,12)2(7)8/h1-2H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/cf2.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/cf2.pdb	mismatch	InChI=1S/CF2/c2-1-3	InChI=1S/CH2F2/c2-1-3/h1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/cf2_2h2o.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/cf2_2h2o.pdb	mismatch	InChI=1S/CF2.2H2O/c2-1-3;;/h;2*1H2	InChI=1S/CH2F2.2H2O/c2-1-3;;/h1H2;2*1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/cf2_2h2o_prod.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/cf2_2h2o_prod.pdb	ok	InChI=1S/CH2F2O.H2O/c2-1(3)4;/h1,4H;1H2	InChI=1S/CH2F2O.H2O/c2-1(3)4;/h1,4H;1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/cf2_h2o_ts_prod.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/cf2_h2o_ts_prod.pdb	ok	InChI=1S/CH2F2O/c2-1(3)4/h1,4H	InChI=1S/CH2F2O/c2-1(3)4/h1,4H
